Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WTeamName,LTeamName,isTournament,isTournamnet
2018,114,1133,82,1283,78,A,0,24,52,9,21,25,31,9,23,10,9,8,2,15,28,62,13,30,9,9,10,24,16,11,3,2,23,Bradley,Missouri St,False,False
2018,114,1137,85,1298,61,H,0,30,54,10,22,15,22,4,26,16,12,8,7,12,23,56,7,19,8,11,7,23,13,17,6,2,20,Bucknell,Navy,False,False
2018,114,1145,95,1310,88,A,0,30,59,7,19,28,36,11,25,17,15,11,4,22,28,58,10,26,22,27,8,22,7,18,7,1,23,Canisius,Niagara,False,False
2018,114,1159,87,1119,83,H,0,31,61,7,21,18,23,7,22,18,8,11,4,14,30,55,12,23,11,15,5,27,17,17,2,8,20,Colgate,Army,False,False
2018,114,1172,76,1200,52,H,0,31,45,5,12,9,13,6,30,14,14,2,1,13,18,54,7,34,9,10,6,12,7,8,9,2,17,Davidson,Fordham,False,False
2018,114,1181,82,1257,56,H,0,29,60,9,26,15,16,12,32,16,15,10,5,11,23,64,5,20,5,7,10,20,13,15,8,5,12,Duke,Louisville,False,False
2018,114,1193,70,1373,69,A,0,24,55,7,23,15,27,8,23,11,5,8,1,16,27,51,5,10,10,22,8,29,12,14,1,1,22,Fairfield,Siena,False,False
2018,114,1201,77,1424,64,A,0,27,56,3,9,20,33,7,28,8,10,13,4,26,17,57,2,16,28,35,15,30,10,17,4,4,21,Fresno St,UNLV,False,False
2018,114,1203,103,1350,77,H,0,42,61,10,14,9,10,7,28,30,13,6,2,15,26,61,6,24,19,20,7,13,14,9,9,3,14,G Washington,Richmond,False,False
2018,114,1206,79,1386,76,A,0,28,66,8,25,15,19,10,31,12,12,7,2,17,26,61,4,22,20,26,8,30,11,11,7,4,16,George Mason,St Joseph's PA,False,False
2018,114,1216,65,1306,56,H,0,20,45,8,20,17,27,3,32,10,9,3,4,17,21,62,6,28,8,12,11,27,14,8,1,1,21,Hartford,New Hampshire,False,False
2018,114,1221,70,1110,64,H,0,25,48,4,6,16,20,7,26,12,14,6,5,10,22,54,13,32,7,9,6,17,15,14,7,4,18,Holy Cross,American Univ,False,False
2018,114,1229,89,1179,81,H,1,30,67,11,31,18,24,9,37,20,12,3,10,21,28,76,6,28,19,28,16,30,13,12,8,5,17,Illinois St,Drake,False,False
2018,114,1232,58,1191,53,H,0,17,59,8,30,16,25,13,34,9,7,5,5,15,18,63,5,20,12,14,12,34,12,9,4,7,18,Indiana St,Evansville,False,False
2018,114,1243,58,1400,48,H,0,20,48,3,13,15,21,9,30,7,12,2,7,15,16,56,2,18,14,20,12,24,5,8,5,2,17,Kansas St,Texas,False,False
2018,114,1249,87,1223,73,A,0,30,67,10,22,17,19,11,32,17,14,11,5,16,29,67,6,21,9,17,13,28,16,16,7,7,17,Lamar,Houston Chr,False,False
2018,114,1250,80,1259,74,A,0,29,63,10,31,12,15,10,21,16,6,7,1,16,28,56,8,20,10,15,9,24,18,13,4,3,14,Lehigh,Loyola MD,False,False
2018,114,1260,75,1356,56,A,0,31,54,9,22,4,5,6,22,18,10,9,1,14,20,47,6,19,10,18,9,18,13,14,8,1,8,Loyola-Chicago,S Illinois,False,False
2018,114,1262,88,1263,76,H,0,31,59,9,15,17,22,5,25,16,11,9,2,13,29,63,9,22,9,14,13,26,11,21,5,4,21,MA Lowell,Maine,False,False
2018,114,1266,85,1385,73,H,0,31,61,13,24,10,12,9,28,22,12,9,2,12,26,59,11,26,10,14,6,21,16,12,7,6,11,Marquette,St John's,False,False
2018,114,1276,72,1336,63,A,0,23,51,10,21,16,19,6,28,15,12,8,6,15,25,59,7,18,6,11,9,24,10,10,6,6,19,Michigan,Penn St,False,False
2018,114,1278,86,1234,82,H,0,27,61,9,25,23,35,12,24,16,9,10,3,16,34,69,5,18,9,17,14,28,20,12,5,3,22,Minnesota,Iowa,False,False
2018,114,1305,80,1363,67,H,0,27,61,14,37,12,16,10,26,19,8,7,7,14,24,56,10,24,9,13,8,27,14,13,5,1,17,Nevada,San Jose St,False,False
2018,114,1311,96,1270,79,A,0,34,74,14,34,14,19,12,27,22,9,5,3,19,26,58,8,18,19,24,7,30,10,13,4,3,18,Nicholls St,McNeese St,False,False
2018,114,1314,78,1393,74,A,0,29,65,8,22,12,15,15,23,25,8,9,3,14,25,58,8,23,16,17,11,23,13,10,4,7,16,North Carolina,Syracuse,False,False
2018,114,1322,66,1230,54,A,0,28,60,5,16,5,8,11,31,12,19,6,11,20,17,56,2,13,18,22,9,24,8,15,10,6,11,Northwestern LA,Incarnate Word,False,False
2018,114,1329,79,1403,71,H,0,24,46,11,22,20,25,10,21,13,17,5,4,18,25,60,9,23,12,16,15,15,13,13,6,2,22,Oklahoma St,Texas Tech,False,False
2018,114,1358,57,1309,54,H,0,22,51,5,16,8,12,8,17,12,13,6,2,19,20,45,2,10,12,16,9,23,11,17,9,3,17,Sam Houston St,New Orleans,False,False
2018,114,1361,67,1102,56,A,0,26,54,6,20,9,15,5,28,13,10,7,2,12,21,53,13,36,1,2,5,27,20,15,6,3,17,San Diego St,Air Force,False,False
2018,114,1371,89,1344,77,A,0,29,53,7,16,24,35,7,27,9,8,8,2,19,29,62,11,26,8,18,14,22,13,12,3,2,25,Seton Hall,Providence,False,False
2018,114,1372,97,1146,62,H,0,37,65,11,24,12,24,10,34,22,12,12,3,17,20,62,6,24,16,22,12,26,11,18,7,1,18,SF Austin,Cent Arkansas,False,False
2018,114,1374,77,1187,58,A,0,27,58,11,21,12,14,11,28,15,15,7,3,16,20,58,8,29,10,13,10,20,16,13,6,6,16,SMU,East Carolina,False,False
2018,114,1376,66,1208,57,H,0,21,68,13,31,11,14,16,21,12,5,5,4,19,21,55,6,19,9,12,14,29,7,17,1,6,18,South Carolina,Georgia,False,False
2018,114,1382,73,1182,67,H,0,21,46,2,12,29,33,7,29,10,13,5,7,19,22,63,5,22,18,23,13,22,9,9,7,3,26,St Bonaventure,Duquesne,False,False
2018,114,1392,64,1420,57,A,0,21,48,9,20,13,18,8,35,15,18,6,3,16,21,62,6,27,9,16,11,21,9,8,13,5,15,Stony Brook,UMBC,False,False
2018,114,1394,76,1101,67,A,0,29,58,0,9,18,22,9,26,5,13,10,2,22,23,54,4,24,17,27,9,22,7,16,8,1,21,TAM C. Christi,Abilene Chr,False,False
2018,114,1395,89,1235,83,A,0,33,57,7,20,16,20,7,27,16,15,4,3,18,29,63,9,25,16,19,9,17,13,9,5,3,19,TCU,Iowa St,False,False
2018,114,1397,62,1196,57,H,0,23,53,3,10,13,15,6,30,13,12,3,3,15,21,60,6,24,9,16,13,25,12,11,7,4,19,Tennessee,Florida,False,False
2018,114,1409,70,1416,61,H,0,23,43,8,22,16,19,8,20,18,15,5,2,16,21,49,9,22,10,14,10,12,11,15,5,0,22,Tulsa,UCF,False,False
2018,114,1415,69,1168,65,H,0,22,55,4,15,21,28,10,16,9,10,7,6,21,24,53,2,13,15,22,13,25,7,20,6,4,24,UC Riverside,CS Fullerton,False,False
2018,114,1425,75,1160,64,A,0,29,53,10,20,7,11,8,18,13,6,9,6,13,22,53,10,23,10,11,13,19,15,13,1,4,15,USC,Colorado,False,False
2018,114,1433,82,1269,78,A,0,32,59,9,22,9,13,5,30,22,16,5,3,16,27,65,13,32,11,13,7,23,18,10,5,1,14,VCU,Massachusetts,False,False
2018,114,1436,75,1127,54,H,0,29,55,8,18,9,14,8,29,15,9,3,4,9,22,58,6,19,4,7,8,22,7,10,5,4,16,Vermont,Binghamton,False,False
2018,114,1437,93,1177,62,H,0,34,57,10,23,15,21,6,26,15,13,11,2,8,29,67,4,20,0,1,12,21,13,20,5,2,18,Villanova,DePaul,False,False
2018,114,1438,65,1210,54,H,0,23,48,7,14,12,18,9,22,12,6,5,4,12,22,51,4,13,6,8,7,18,11,6,5,3,16,Virginia,Georgia Tech,False,False
2018,114,1439,65,1155,58,H,0,20,58,9,24,16,25,10,26,14,5,5,4,10,22,57,11,36,3,10,10,27,9,11,2,5,18,Virginia Tech,Clemson,False,False
2018,114,1448,63,1338,57,A,0,20,50,3,12,20,23,8,30,11,5,3,3,16,19,52,10,30,9,15,6,24,13,8,3,2,17,Wake Forest,Pittsburgh,False,False
2018,114,1455,93,1408,86,H,0,31,63,9,20,22,31,15,21,14,8,8,4,17,31,62,11,19,13,16,12,23,16,13,4,2,26,Wichita St,Tulane,False,False
2018,114,1462,89,1207,77,A,0,32,65,11,29,14,16,11,27,18,12,5,2,18,28,58,11,19,10,15,6,23,19,14,7,2,17,Xavier,Georgetown,False,False
2018,115,1112,75,1333,65,A,1,27,56,5,16,16,24,12,26,11,13,4,4,18,22,55,7,22,14,17,9,21,15,16,6,2,21,Arizona,Oregon St,False,False
2018,115,1117,82,1111,79,H,1,27,62,8,22,20,29,11,27,15,15,12,7,19,29,66,9,25,12,18,12,29,11,19,8,3,22,Arkansas St,Appalachian St,False,False
2018,115,1122,86,1188,82,A,0,29,52,8,17,20,26,7,18,13,11,5,3,17,27,56,8,19,20,23,11,21,13,15,4,2,26,Austin Peay,SIUE,False,False
2018,115,1140,72,1339,60,A,0,29,63,7,24,7,9,8,30,14,10,3,3,11,22,54,6,21,10,12,1,27,8,9,4,4,14,BYU,Portland,False,False
2018,115,1142,90,1169,86,H,2,29,64,13,30,19,24,15,30,14,16,5,6,16,35,77,7,21,9,12,14,25,13,10,8,2,19,Cal Poly,CS Northridge,False,False
2018,115,1149,72,1144,68,H,0,26,56,6,14,14,21,12,24,10,10,5,5,18,21,55,5,25,21,24,12,24,11,10,4,4,17,Charleston So,Campbell,False,False
2018,115,1153,77,1163,52,H,0,28,62,10,28,11,18,11,30,22,6,6,8,17,18,61,6,22,10,13,13,24,6,13,3,0,16,Cincinnati,Connecticut,False,False
2018,115,1157,65,1114,60,A,0,17,51,8,24,23,34,15,25,10,8,3,5,17,21,52,7,17,11,22,12,24,12,11,6,1,26,Coastal Car,Ark Little Rock,False,False
2018,115,1158,79,1189,58,H,0,25,61,17,37,12,16,9,31,12,6,7,2,7,22,56,8,28,6,10,4,29,8,11,3,2,13,Col Charleston,Elon,False,False
2018,115,1180,85,1174,83,H,0,33,72,10,25,9,12,13,27,17,10,9,2,15,32,63,11,25,8,15,7,26,21,12,9,5,14,Drexel,Delaware,False,False
2018,115,1184,91,1369,88,H,0,31,60,9,22,20,29,9,23,17,8,6,6,14,31,57,16,27,10,16,7,28,15,15,2,3,23,E Kentucky,SE Missouri St,False,False
2018,115,1186,75,1451,70,A,0,27,53,6,15,15,18,4,29,11,10,8,1,17,23,54,14,30,10,14,4,25,12,11,7,3,16,E Washington,Weber St,False,False
2018,115,1195,76,1391,60,A,0,27,59,8,21,14,15,9,33,14,12,2,4,18,21,60,7,23,11,17,6,24,14,8,6,7,18,FGCU,Stetson,False,False
2018,115,1198,69,1317,68,H,0,27,55,9,21,6,14,9,27,14,10,2,5,11,26,63,10,26,6,11,11,24,14,6,3,6,12,Florida Intl,North Texas,False,False
2018,115,1205,78,1342,63,A,0,29,54,7,19,13,15,7,25,16,8,4,4,10,26,59,8,24,3,6,10,20,11,10,3,3,9,Gardner Webb,Presbyterian,False,False
2018,115,1209,77,1402,50,A,0,28,57,10,24,11,13,9,30,14,9,7,6,21,13,48,8,24,16,30,12,20,11,11,4,5,19,Georgia St,Texas St,False,False
2018,115,1211,77,1360,72,A,0,24,55,8,17,21,25,11,23,9,9,2,3,21,24,58,7,21,17,20,11,22,11,11,3,3,22,Gonzaga,San Diego,False,False
2018,115,1213,76,1370,64,H,0,25,62,7,22,19,21,12,29,15,12,4,3,19,23,57,9,28,9,15,10,26,11,16,6,2,22,Grand Canyon,Seattle,False,False
2018,115,1218,74,1253,63,H,0,28,59,5,22,13,17,14,24,10,19,9,2,20,21,53,3,15,18,24,9,16,5,15,12,2,19,Hawaii,Long Beach St,False,False
2018,115,1220,77,1241,61,A,0,26,46,9,18,16,29,4,27,18,12,5,1,16,24,58,5,20,8,14,9,22,10,12,6,1,26,Hofstra,James Madison,False,False
2018,115,1226,86,1225,83,H,0,29,56,16,27,12,16,7,23,15,14,1,2,15,33,67,11,28,6,7,9,21,18,9,6,3,17,Idaho St,Idaho,False,False
2018,115,1239,86,1316,81,H,0,34,60,9,23,9,16,9,28,26,8,4,3,12,29,66,11,32,12,15,11,21,11,9,3,0,14,Jacksonville,North Florida,False,False
2018,115,1240,78,1125,67,H,0,30,63,7,16,11,15,11,34,25,9,2,7,14,25,64,13,34,4,9,8,24,15,9,7,0,14,Jacksonville St,Belmont,False,False
2018,115,1252,83,1244,74,H,0,29,53,7,24,18,25,10,17,19,12,9,0,16,29,51,5,10,11,14,6,18,16,14,6,1,19,Lipscomb,Kennesaw,False,False
2018,115,1254,81,1383,76,H,0,25,47,7,13,24,35,11,29,10,20,5,7,16,30,86,4,30,12,17,28,18,9,8,10,2,26,LIU Brooklyn,St Francis NY,False,False
2018,115,1258,65,1365,64,A,0,25,50,4,9,11,16,7,22,15,12,9,5,17,23,57,7,21,11,11,10,18,13,10,7,4,14,Loy Marymount,Santa Clara,False,False
2018,115,1272,91,1222,85,H,0,26,48,10,19,29,36,10,21,18,14,4,4,18,28,62,11,29,18,20,15,18,18,14,7,1,26,Memphis,Houston,False,False
2018,115,1282,83,1410,59,A,0,31,69,10,27,11,12,10,33,13,13,7,1,23,16,52,4,14,23,29,6,29,13,18,3,4,12,Missouri KC,UTRGV,False,False
2018,115,1284,91,1351,77,H,0,32,58,11,19,16,19,12,23,16,15,8,4,21,25,55,11,23,16,31,13,16,14,16,6,7,17,Monmouth NJ,Rider,False,False
2018,115,1287,70,1404,53,H,0,21,59,7,26,21,26,12,23,14,12,15,3,13,22,56,5,15,4,8,13,30,9,26,8,7,19,Morehead St,TN Martin,False,False
2018,115,1291,72,1352,53,H,0,27,53,9,21,9,12,8,22,17,8,11,6,13,21,51,7,20,4,8,10,20,11,19,5,3,17,Mt St Mary's,Robert Morris,False,False
2018,115,1293,76,1183,66,A,0,26,58,11,23,13,18,12,27,18,6,5,4,11,24,61,9,20,9,13,12,23,13,6,2,7,14,Murray St,E Illinois,False,False
2018,115,1308,78,1152,67,H,0,31,62,4,15,12,18,13,30,15,13,3,4,12,25,60,12,22,5,11,7,22,10,12,4,2,18,New Mexico St,Chicago St,False,False
2018,115,1312,76,1367,67,A,0,28,63,10,22,10,14,15,25,18,13,10,2,13,24,56,7,20,12,16,11,21,10,16,5,6,12,NJIT,SC Upstate,False,False
2018,115,1318,80,1406,75,H,0,25,47,12,25,18,30,7,29,19,18,6,5,23,29,68,2,9,15,25,15,24,6,10,9,5,22,Northeastern,Towson,False,False
2018,115,1319,58,1170,53,H,0,17,49,5,14,19,24,9,32,6,11,2,3,16,20,57,8,26,5,9,6,26,9,9,4,2,18,Northern Arizona,CS Sacramento,False,False
2018,115,1330,84,1267,79,A,0,31,72,10,24,12,16,17,22,13,13,12,3,17,30,55,7,23,12,14,5,26,21,19,6,9,16,Old Dominion,Marshall,False,False
2018,115,1331,83,1303,75,A,0,32,66,8,22,11,15,14,24,14,6,5,1,10,31,63,8,25,5,8,7,22,17,6,3,3,16,Oral Roberts,NE Omaha,False,False
2018,115,1332,75,1113,68,H,0,26,63,4,16,19,23,12,28,14,7,5,4,20,22,57,8,24,16,18,5,27,11,8,1,8,23,Oregon,Arizona St,False,False
2018,115,1340,96,1381,91,A,1,32,80,9,28,23,33,22,25,13,13,6,4,26,31,66,7,20,22,30,11,29,11,15,6,6,27,Portland St,Southern Utah,False,False
2018,115,1345,93,1228,86,A,0,28,48,11,23,26,31,6,27,13,13,4,4,13,33,66,12,28,8,10,7,13,19,6,8,1,21,Purdue,Illinois,False,False
2018,115,1347,63,1251,50,A,0,23,45,6,17,11,14,6,24,13,12,9,4,14,17,43,7,18,9,11,4,18,9,13,5,1,14,Radford,Liberty,False,False
2018,115,1349,79,1194,76,A,1,29,73,11,37,10,18,9,31,12,6,8,1,17,26,66,6,24,18,24,13,40,15,13,2,5,19,Rice,FL Atlantic,False,False
2018,115,1355,76,1377,72,H,0,27,61,10,27,12,17,14,28,14,13,4,2,16,27,61,9,21,9,12,8,23,9,10,4,1,21,S Dakota St,South Dakota,False,False
2018,115,1357,94,1136,84,A,0,36,59,11,24,11,12,8,27,17,18,8,2,17,26,61,11,31,21,25,10,16,17,10,9,2,14,Sacred Heart,Bryant,False,False
2018,115,1362,84,1334,74,A,0,27,60,13,29,17,21,11,28,21,11,5,1,22,24,54,6,15,20,26,5,23,11,10,3,6,19,San Francisco,Pacific,False,False
2018,115,1384,90,1192,82,A,0,30,58,8,19,22,29,10,27,11,12,6,6,18,26,59,9,19,21,23,7,22,13,9,5,2,22,St Francis PA,F Dickinson,False,False
2018,115,1388,75,1337,61,H,0,29,64,13,27,4,5,12,26,17,3,2,2,13,21,53,5,13,14,16,6,24,9,4,2,4,11,St Mary's CA,Pepperdine,False,False
2018,115,1390,94,1449,78,H,0,30,57,7,17,27,47,11,32,21,16,7,9,17,30,72,6,26,12,20,12,26,13,15,8,3,26,Stanford,Washington,False,False
2018,115,1399,69,1398,64,H,0,22,46,9,21,16,24,3,22,19,16,8,3,23,22,56,3,19,17,26,15,24,10,18,9,0,21,Tennessee Tech,Tennessee St,False,False
2018,115,1414,69,1364,49,H,0,27,66,9,24,6,6,16,31,11,8,2,4,16,18,57,4,16,9,14,11,23,5,10,1,4,10,UC Irvine,UC Santa Barbara,False,False
2018,115,1418,81,1407,76,A,0,29,62,7,19,16,21,11,35,14,13,7,2,15,27,64,13,28,9,17,6,24,13,10,2,4,20,Louisiana,Troy,False,False
2018,115,1419,66,1375,62,A,0,20,56,8,29,18,29,5,28,9,9,6,1,12,23,60,8,34,8,11,9,36,13,18,5,2,19,ULM,South Alabama,False,False
2018,115,1421,89,1457,75,H,0,33,60,13,24,10,12,9,33,22,14,5,6,18,29,60,5,18,12,21,5,20,12,9,9,4,13,UNC Asheville,Winthrop,False,False
2018,115,1426,83,1204,63,H,0,32,62,10,26,9,11,8,36,21,18,6,8,13,26,78,8,34,3,4,14,22,12,11,6,3,15,UT Arlington,Ga Southern,False,False
2018,115,1427,64,1379,56,H,0,22,60,9,27,11,18,13,35,14,11,3,1,19,18,52,6,22,14,22,5,29,9,11,6,5,16,UT San Antonio,Southern Miss,False,False
2018,115,1428,84,1417,78,H,0,29,55,11,29,15,17,6,24,16,10,7,3,12,28,66,13,32,9,11,16,22,15,13,5,2,18,Utah,UCLA,False,False
2018,115,1430,70,1167,47,A,0,24,46,12,26,10,14,7,26,14,18,10,7,14,19,54,3,17,6,10,10,18,10,14,9,1,17,Utah Valley,CS Bakersfield,False,False
2018,115,1431,74,1256,72,H,0,29,55,6,14,10,13,8,24,11,12,4,7,17,22,51,10,25,18,22,8,19,16,11,6,2,15,UTEP,Louisiana Tech,False,False
2018,115,1442,82,1295,74,H,0,24,52,1,9,33,41,4,28,6,5,5,4,19,24,54,8,25,18,23,5,27,10,13,2,3,29,W Illinois,N Dakota St,False,False
2018,115,1443,93,1150,55,H,0,32,57,6,17,23,30,12,25,19,14,14,3,8,22,60,4,20,7,8,13,16,10,20,8,2,21,WKU,Charlotte,False,False
2018,115,1447,64,1148,62,A,0,26,56,7,14,5,8,15,15,7,14,8,1,14,21,45,11,22,9,10,8,16,11,13,6,4,12,Wagner,Central Conn,False,False
2018,115,1450,78,1143,76,A,0,28,56,9,22,13,18,6,20,15,10,4,0,15,29,59,8,18,10,15,10,24,17,12,2,3,16,Washington St,California,False,False
2018,115,1453,96,1324,90,A,0,32,56,15,26,17,23,4,24,20,11,5,0,19,32,68,11,32,15,21,14,23,15,9,6,2,17,WI Green Bay,Oakland,False,False
2018,115,1454,72,1178,49,A,0,27,58,7,18,11,15,9,33,15,11,5,6,17,18,63,5,26,8,12,14,23,6,9,3,4,12,WI Milwaukee,Detroit,False,False
2018,115,1456,96,1423,83,H,0,30,56,13,31,23,26,7,24,23,11,7,3,17,31,69,10,28,11,15,15,21,19,13,5,3,19,William & Mary,UNC Wilmington,False,False
2018,115,1458,70,1321,64,A,0,24,45,9,20,13,18,7,14,16,9,9,5,16,23,47,4,13,14,17,9,17,10,13,3,0,20,Wisconsin,Northwestern,False,False
2018,116,1162,89,1135,82,H,0,25,57,6,19,33,38,10,26,11,10,9,7,26,24,61,9,26,25,34,14,24,12,14,4,4,29,Columbia,Brown,False,False
2018,116,1202,78,1441,55,A,0,31,57,11,27,5,8,6,30,14,14,9,6,12,21,62,5,19,8,11,13,22,9,14,7,4,13,Furman,W Carolina,False,False
2018,116,1217,72,1343,66,A,1,25,57,7,22,15,17,9,29,15,14,5,5,20,24,52,9,27,9,17,3,21,12,10,3,3,17,Harvard,Princeton,False,False
2018,116,1219,75,1255,56,H,0,27,53,8,16,13,18,6,28,11,12,5,0,22,19,53,4,20,14,26,11,23,8,14,7,2,14,High Point,Longwood,False,False
2018,116,1233,88,1264,75,H,0,29,58,12,22,18,23,9,20,18,10,8,2,16,27,58,8,19,13,19,15,23,17,15,5,4,17,Iona,Manhattan,False,False
2018,116,1237,66,1460,56,H,0,18,44,7,16,23,31,3,25,11,9,5,3,22,16,48,5,19,19,23,10,26,10,17,5,1,24,IUPUI,Wright St,False,False
2018,116,1273,83,1154,70,A,0,29,59,8,24,17,23,9,30,18,9,5,2,17,22,60,14,40,12,16,9,24,14,12,3,4,21,Mercer,Citadel,False,False
2018,116,1297,79,1227,72,A,0,28,62,8,19,15,24,13,27,16,13,7,4,20,25,62,6,21,16,23,12,26,10,11,8,6,22,N Kentucky,IL Chicago,False,False
2018,116,1310,100,1265,76,H,0,40,72,8,23,12,13,10,37,17,10,1,10,13,29,73,10,29,8,14,9,22,14,7,6,2,15,Niagara,Marist,False,False
2018,116,1326,80,1231,78,A,2,33,69,6,18,8,13,14,27,16,13,9,8,21,29,65,7,16,13,23,15,20,16,12,7,3,13,Ohio St,Indiana,False,False
2018,116,1335,74,1171,46,H,0,28,59,10,31,8,12,9,36,18,14,5,3,14,19,56,0,17,8,14,4,26,6,10,4,3,8,Penn,Dartmouth,False,False
2018,116,1348,81,1173,56,H,0,33,61,7,19,8,12,11,18,18,8,15,3,17,20,46,3,18,13,20,13,19,9,22,4,4,11,Rhode Island,Dayton,False,False
2018,116,1359,89,1440,82,A,0,30,62,9,26,20,34,15,33,16,13,7,2,16,27,69,6,22,22,25,13,31,9,11,8,5,25,Samford,VMI,False,False
2018,116,1389,52,1346,43,A,0,17,45,9,16,9,12,7,33,10,15,6,5,18,15,54,5,26,8,17,13,22,8,9,7,7,13,St Peter's,Quinnipiac,False,False
2018,116,1405,89,1141,76,H,0,31,56,12,20,15,18,9,25,18,13,5,5,20,29,60,7,23,11,15,7,17,9,12,5,4,16,Toledo,C Michigan,False,False
2018,116,1422,72,1151,51,H,0,30,68,8,28,4,6,12,25,15,9,7,9,13,20,53,6,15,5,8,9,23,8,18,7,0,13,UNC Greensboro,Chattanooga,False,False
2018,116,1444,87,1123,80,A,0,30,58,6,17,21,31,11,23,13,12,6,2,20,30,56,7,17,13,21,8,22,16,15,8,1,20,W Michigan,Ball St,False,False
2018,116,1459,75,1190,71,A,0,27,48,8,17,13,19,4,23,16,13,3,3,20,21,44,7,20,22,27,3,21,15,12,5,3,21,Wofford,ETSU,False,False
2018,116,1463,82,1165,80,A,0,30,59,10,19,12,15,9,22,12,12,6,3,20,28,56,6,19,18,24,9,22,12,11,8,1,20,Yale,Cornell,False,False
2018,117,1102,75,1429,65,H,0,25,51,8,19,17,26,6,23,12,12,12,4,19,22,57,10,27,11,19,15,26,12,17,3,3,24,Air Force,Utah St,False,False
2018,117,1107,89,1263,79,H,0,27,65,6,16,29,37,20,25,12,14,11,1,17,31,59,6,16,11,17,6,20,17,19,6,9,27,SUNY Albany,Maine,False,False
2018,117,1108,89,1380,85,H,0,27,62,6,22,29,35,14,24,11,8,7,1,24,27,54,8,20,23,34,10,23,15,11,4,3,24,Alcorn St,Southern Univ,False,False
2018,117,1111,69,1114,67,A,0,23,47,10,27,13,18,6,20,12,14,6,4,13,25,52,7,14,10,15,9,22,13,16,3,2,16,Appalachian St,Ark Little Rock,False,False
2018,117,1115,75,1212,66,A,0,25,56,4,12,21,34,9,29,7,14,12,10,23,18,61,5,21,25,33,16,32,9,18,13,2,24,Ark Pine Bluff,Grambling,False,False
2018,117,1116,76,1104,73,A,0,27,57,7,14,15,21,13,23,13,16,7,2,20,22,49,11,27,18,27,9,19,14,18,9,9,15,Arkansas,Alabama,False,False
2018,117,1125,84,1398,59,H,0,30,53,20,38,4,11,7,29,19,14,5,4,14,22,61,6,19,9,11,12,21,11,9,9,4,15,Belmont,Tennessee St,False,False
2018,117,1126,121,1366,92,H,0,45,80,16,33,15,21,14,45,35,17,5,3,25,31,87,12,52,18,31,18,24,20,8,9,1,18,Bethune-Cookman,Savannah St,False,False
2018,117,1131,61,1119,59,A,0,20,39,8,17,13,18,6,32,12,24,5,9,16,22,70,8,30,7,10,17,16,13,9,7,3,20,Boston Univ,Army,False,False
2018,117,1137,80,1110,61,A,0,25,51,5,15,25,36,10,30,16,12,3,3,16,22,57,7,23,10,16,8,21,9,11,4,1,22,Bucknell,American Univ,False,False
2018,117,1138,108,1325,82,H,0,39,74,8,25,22,30,16,32,27,11,4,2,22,27,60,9,20,19,29,7,25,17,14,8,1,20,Buffalo,Ohio,False,False
2018,117,1144,72,1342,56,H,0,28,55,12,28,4,6,5,29,19,6,3,0,14,19,53,7,29,11,17,7,23,15,6,2,1,8,Campbell,Presbyterian,False,False
2018,117,1146,74,1101,72,A,0,24,55,10,26,16,21,13,26,9,18,6,6,14,32,68,3,14,5,10,13,22,12,10,11,5,19,Cent Arkansas,Abilene Chr,False,False
2018,117,1148,78,1383,75,H,1,27,50,7,13,17,23,7,27,14,17,9,2,15,30,63,9,26,6,8,6,17,9,12,9,2,20,Central Conn,St Francis NY,False,False
2018,117,1149,78,1457,75,A,0,27,56,6,15,18,23,7,20,7,12,9,3,21,27,57,5,25,16,24,13,27,11,19,6,6,17,Charleston So,Winthrop,False,False
2018,117,1155,75,1210,67,H,0,23,47,5,17,24,30,6,24,10,10,5,3,16,24,61,9,18,10,12,14,19,16,13,6,4,25,Clemson,Georgia Tech,False,False
2018,117,1156,99,1464,94,A,2,34,60,11,17,20,30,10,33,18,18,5,3,22,35,84,12,33,12,27,20,23,20,10,9,3,23,Cleveland St,Youngstown St,False,False
2018,117,1157,88,1117,81,A,0,29,53,10,19,20,30,11,34,20,17,5,4,25,26,73,10,32,19,23,15,20,12,8,11,0,25,Coastal Car,Arkansas St,False,False
2018,117,1159,59,1221,53,H,0,20,49,9,25,10,14,6,22,9,12,8,4,11,20,48,6,17,7,8,7,27,12,16,5,5,18,Colgate,Holy Cross,False,False
2018,117,1165,73,1135,68,H,0,24,58,9,22,16,19,7,25,17,9,6,10,22,23,68,4,20,18,23,17,29,8,11,4,3,21,Cornell,Brown,False,False
2018,117,1166,89,1437,83,H,1,31,63,12,29,15,20,4,34,19,12,5,5,16,30,73,12,39,11,14,9,31,17,10,6,3,19,Creighton,Villanova,False,False
2018,117,1167,64,1370,57,H,0,21,50,9,17,13,23,6,36,12,11,5,5,14,20,62,9,29,8,16,12,28,13,8,7,3,18,CS Bakersfield,Seattle,False,False
2018,117,1168,81,1253,71,H,0,30,57,6,17,15,17,6,25,16,11,6,5,21,25,60,5,16,16,22,14,23,10,13,3,3,18,CS Fullerton,Long Beach St,False,False
